user_id,product_id,product_name,category
user_115,P9482,Reebok Running Shoes,Fashion
user_115,P2929,Minimalist Serum,Beauty Products
user_115,P8311,Voltas AC,Home Appliances
user_116,P9047,MTR Ready to Eat,Grocery
user_116,P3223,Puma Sports Shoes,Fashion
user_116,P3828,Kindle Paperwhite,Electronics
user_116,P6236,Mamaearth Face Wash,Beauty Products
user_117,P9882,GoPro Hero10,Electronics
user_117,P3580,Havells Geyser,Home Appliances
user_117,P9335,HRX Tracksuit,Fashion
user_117,P4292,Puma Sports Shoes,Fashion
user_117,P9094,Forever 21 Skirt,Fashion
user_118,P7044,Crompton Desert Cooler,Home Appliances
user_118,P3126,Minimalist Serum,Beauty Products
user_118,P2077,Daawat Basmati Rice,Grocery
user_119,P9612,Pond's Moisturizer,Beauty Products
user_119,P2208,Nykaa Matte Lipstick,Beauty Products
user_119,P2215,UCB Polo T-Shirt,Fashion
user_119,P9476,Himalaya Face Pack,Beauty Products
user_119,P3981,Philips Air Fryer,Home Appliances
user_120,P1907,Tresemme Conditioner,Beauty Products
user_120,P3507,Sony PlayStation 5,Electronics
user_120,P3653,IFB Dishwasher,Home Appliances
user_120,P6669,Orient Ceiling Fan,Home Appliances
user_121,P5105,Whirlpool Microwave,Home Appliances
user_121,P5496,Louis Philippe Blazer,Fashion
user_121,P9740,Gucci Belt,Fashion
user_121,P3762,Sony PlayStation 5,Electronics
user_121,P3526,Mother Dairy Paneer,Grocery
user_121,P6531,Van Heusen Trousers,Fashion
user_121,P1464,Fortune Sunflower Oil,Grocery
user_122,P5336,Amazon Echo Dot,Electronics
user_122,P7825,Roadster Leather Jacket,Fashion
user_122,P9159,Aashirvaad Atta,Grocery
user_123,P8912,Havells Geyser,Home Appliances
user_123,P5873,Biba Kurti,Fashion
user_123,P1981,Mamaearth Face Wash,Beauty Products
user_123,P7809,Tommy Hilfiger Watch,Fashion
user_123,P4342,Himalaya Face Pack,Beauty Products
user_123,P3353,Pigeon Rice Cooker,Home Appliances
user_123,P6658,Bosch Mixer Grinder,Home Appliances
user_124,P9437,HRX Tracksuit,Fashion
user_124,P6228,Nestle Everyday Milk Powder,Grocery
user_124,P3007,Tommy Hilfiger Watch,Fashion
user_124,P5061,Usha Pedestal Fan,Home Appliances
user_124,P1829,Puma Sports Shoes,Fashion
user_124,P7850,Prestige Induction Cooktop,Home Appliances
user_125,P6123,UCB Polo T-Shirt,Fashion
user_125,P9163,H&M Casual Shirt,Fashion
user_125,P9171,Organic India Tulsi Tea,Grocery
user_125,P1379,Blue Star Deep Freezer,Home Appliances
user_126,P8491,Tresemme Conditioner,Beauty Products
user_126,P6781,Zara Denim Jacket,Fashion
user_126,P5609,Samsung Galaxy S23,Electronics
user_127,P5681,Haldiram's Snacks,Grocery
user_127,P2761,Aashirvaad Atta,Grocery
user_127,P5333,Dove Body Lotion,Beauty Products
user_127,P6995,Prestige Induction Cooktop,Home Appliances
user_127,P1838,Boat Rockerz Headphones,Electronics
user_127,P4189,Patanjali Honey,Grocery
user_128,P2204,MTR Ready to Eat,Grocery
user_128,P8378,Tresemme Conditioner,Beauty Products
user_128,P2946,Parle-G Biscuits,Grocery
user_128,P7453,Puma Sports Shoes,Fashion
user_128,P6990,Bosch Mixer Grinder,Home Appliances
user_129,P9341,Van Heusen Trousers,Fashion
user_129,P1659,Tresemme Conditioner,Beauty Products
user_129,P3245,Samsung Galaxy S23,Electronics
user_129,P9508,Blue Star Deep Freezer,Home Appliances
user_130,P9446,Van Heusen Trousers,Fashion
user_130,P6218,UCB Polo T-Shirt,Fashion
user_130,P5902,Biba Kurti,Fashion
user_130,P9311,Saffola Oats,Grocery
user_130,P9025,Patanjali Honey,Grocery
user_130,P8780,MTR Ready to Eat,Grocery
user_131,P2795,Bosch Mixer Grinder,Home Appliances
user_131,P6040,MCaffeine Coffee Scrub,Beauty Products
user_131,P8775,Realme Buds Air,Electronics
user_132,P4728,Mother Dairy Paneer,Grocery
user_132,P8871,Amazon Echo Dot,Electronics
user_132,P7229,Allen Solly Formal Shirt,Fashion
user_132,P1517,Forever 21 Skirt,Fashion
user_132,P4125,Nestle Everyday Milk Powder,Grocery
user_133,P7861,Plum Night Cream,Beauty Products
user_133,P4340,Pepe Jeans Top,Fashion
user_133,P8726,Tresemme Conditioner,Beauty Products
user_134,P4397,Allen Solly Formal Shirt,Fashion
user_134,P8837,Saffola Oats,Grocery
user_134,P6140,Maggi Noodles,Grocery
user_135,P6608,Minimalist Serum,Beauty Products
user_135,P5331,Catch Spices,Grocery
user_135,P4150,Haldiram's Snacks,Grocery
user_135,P5890,RayBan Sunglasses,Fashion
user_136,P4396,Havells Geyser,Home Appliances
user_136,P8861,Plum Night Cream,Beauty Products
user_136,P5480,Crompton Desert Cooler,Home Appliances
user_136,P9899,Dyson Vacuum Cleaner,Home Appliances
user_137,P3399,Sugar Eyeliner,Beauty Products
user_137,P5712,Samsung Refrigerator,Home Appliances
user_137,P8247,Canon DSLR Camera,Electronics
user_137,P4505,Blue Star Deep Freezer,Home Appliances
user_137,P5442,Louis Philippe Blazer,Fashion
user_137,P3249,Parle-G Biscuits,Grocery
user_138,P4920,Mother Dairy Paneer,Grocery
user_138,P9700,Nike Air Max,Fashion
user_138,P1860,Forever 21 Skirt,Fashion
user_139,P8739,Plum Night Cream,Beauty Products
user_139,P1084,Sony WH-1000XM4,Electronics
user_139,P7666,Kellogg's Cornflakes,Grocery
user_140,P5706,Biotique Face Cream,Beauty Products
user_140,P1969,Havells Geyser,Home Appliances
user_140,P4804,Amazon Echo Dot,Electronics
user_140,P3868,Fortune Sunflower Oil,Grocery
user_140,P1595,Nivea Deodorant,Beauty Products
user_140,P4052,Pond's Moisturizer,Beauty Products
user_141,P5888,iPhone 15,Electronics
user_141,P2758,Everest Masala,Grocery
user_141,P8444,Havells Geyser,Home Appliances
user_141,P9092,Sunfeast Pasta,Grocery
user_141,P8668,Allen Solly Formal Shirt,Fashion
user_142,P6417,Puma Sports Shoes,Fashion
user_142,P5215,Tommy Hilfiger Watch,Fashion
user_142,P6523,Levi's Jeans,Fashion
user_142,P4164,Eureka Forbes Vacuum,Home Appliances
user_142,P7643,Van Heusen Trousers,Fashion
user_143,P2421,Saffola Oats,Grocery
user_143,P4027,L'Oreal Shampoo,Beauty Products
user_143,P6301,Reebok Running Shoes,Fashion
user_143,P5272,Levi's Jeans,Fashion
user_143,P8319,The Body Shop Body Butter,Beauty Products
user_143,P5947,Bosch Mixer Grinder,Home Appliances
user_144,P5285,Aashirvaad Atta,Grocery
user_144,P2017,Orient Ceiling Fan,Home Appliances
user_144,P6026,Kindle Paperwhite,Electronics
user_144,P9233,Biba Kurti,Fashion
user_144,P5833,Dyson Vacuum Cleaner,Home Appliances
user_144,P4618,Pigeon Rice Cooker,Home Appliances
user_144,P8834,Woodland Boots,Fashion
user_145,P7121,Colorbar Nail Polish,Beauty Products
user_145,P8714,Minimalist Serum,Beauty Products
user_145,P5054,Amul Butter,Grocery
user_145,P9609,Daawat Basmati Rice,Grocery
user_146,P2279,Catch Spices,Grocery
user_146,P2011,Nestle Everyday Milk Powder,Grocery
user_146,P4312,Sunfeast Pasta,Grocery
user_146,P3455,Patanjali Honey,Grocery
user_146,P9525,UCB Polo T-Shirt,Fashion
user_146,P4365,L'Oreal Shampoo,Beauty Products
user_147,P9361,Mamaearth Face Wash,Beauty Products
user_147,P8429,Maybelline Foundation,Beauty Products
user_147,P7806,Allen Solly Formal Shirt,Fashion
user_147,P1945,MCaffeine Coffee Scrub,Beauty Products
user_147,P6049,Organic India Tulsi Tea,Grocery
user_147,P5169,Boat Rockerz Headphones,Electronics
user_147,P2196,Apple Airpods Pro,Electronics
user_148,P2044,Sugar Eyeliner,Beauty Products
user_148,P2130,Fortune Sunflower Oil,Grocery
user_148,P5703,Maybelline Foundation,Beauty Products
user_149,P7887,Woodland Boots,Fashion
user_149,P8348,Prestige Induction Cooktop,Home Appliances
user_149,P2314,WOW Skin Science Shampoo,Beauty Products
user_149,P6697,Tata Tea Premium,Grocery
user_149,P9802,JBL Bluetooth Speaker,Electronics
user_149,P3086,Tresemme Conditioner,Beauty Products
user_150,P5888,iPhone 15,Electronics
user_150,P7948,Minimalist Serum,Beauty Products
user_150,P4762,Maggi Noodles,Grocery
user_150,P6671,Tommy Hilfiger Watch,Fashion
user_151,P2848,Bajaj Room Heater,Home Appliances
user_151,P1256,iPad Air,Electronics
user_151,P2102,Zara Denim Jacket,Fashion
user_151,P1550,Realme Buds Air,Electronics
user_152,P5009,Fortune Sunflower Oil,Grocery
user_152,P8191,Boat Rockerz Headphones,Electronics
user_152,P4559,Louis Philippe Blazer,Fashion
user_152,P9255,Sony WH-1000XM4,Electronics
user_152,P6224,Orient Ceiling Fan,Home Appliances
user_152,P6253,Everest Masala,Grocery
user_153,P9540,Philips Air Fryer,Home Appliances
user_153,P5923,Pepe Jeans Top,Fashion
user_153,P3869,Samsung Refrigerator,Home Appliances
user_153,P9120,Minimalist Serum,Beauty Products
user_154,P9592,Prestige Induction Cooktop,Home Appliances
user_154,P7688,Morphy Richards OTG,Home Appliances
user_154,P7167,Gucci Belt,Fashion
user_155,P4948,Haldiram's Snacks,Grocery
user_155,P3365,Gucci Belt,Fashion
user_155,P7761,Maybelline Foundation,Beauty Products
user_155,P9683,Minimalist Serum,Beauty Products
user_156,P5177,The Body Shop Body Butter,Beauty Products
user_156,P2295,UCB Polo T-Shirt,Fashion
user_156,P2514,Sugar Eyeliner,Beauty Products
user_156,P1844,Amul Butter,Grocery
user_157,P1647,Colorbar Nail Polish,Beauty Products
user_157,P4555,Apple Airpods Pro,Electronics
user_157,P6455,Biotique Face Cream,Beauty Products
user_157,P4470,LG Washing Machine,Home Appliances
user_157,P8846,Puma Sports Shoes,Fashion
user_158,P7498,Amul Butter,Grocery
user_158,P6269,Louis Philippe Blazer,Fashion
user_158,P8639,Prestige Induction Cooktop,Home Appliances
user_158,P6053,Catch Spices,Grocery
user_159,P9147,Godrej Air Conditioner,Home Appliances
user_159,P8692,L'Oreal Shampoo,Beauty Products
user_159,P7073,Bajaj Room Heater,Home Appliances
user_159,P1749,Morphy Richards OTG,Home Appliances
user_159,P3390,Britannia Bread,Grocery
user_160,P7841,Crompton Desert Cooler,Home Appliances
user_160,P4214,Philips Air Fryer,Home Appliances
user_160,P7223,Orient Ceiling Fan,Home Appliances
user_161,P6530,Reebok Running Shoes,Fashion
user_161,P9037,Blue Star Deep Freezer,Home Appliances
user_161,P6770,Nivea Deodorant,Beauty Products
user_161,P9954,Woodland Boots,Fashion
user_161,P9882,Nivea Deodorant,Beauty Products
user_161,P1554,Sony PlayStation 5,Electronics
user_161,P1104,Samsung Galaxy S23,Electronics
user_162,P2113,Forever 21 Skirt,Fashion
user_162,P4583,Levi's Jeans,Fashion
user_162,P7114,Organic India Tulsi Tea,Grocery
user_162,P8916,Realme Buds Air,Electronics
user_162,P1108,Lakme Lipstick,Beauty Products
user_162,P7739,Patanjali Honey,Grocery
user_163,P5501,Sony PlayStation 5,Electronics
user_163,P1280,MTR Ready to Eat,Grocery
user_163,P3937,Tropicana Juice,Grocery
user_164,P3439,Sony PlayStation 5,Electronics
user_164,P9625,Zara Denim Jacket,Fashion
user_164,P5379,Kent Water Purifier,Home Appliances
user_165,P7652,Canon DSLR Camera,Electronics
user_165,P4984,MCaffeine Coffee Scrub,Beauty Products
user_165,P2320,Gucci Belt,Fashion
user_165,P7640,Redmi Note 12,Electronics
user_165,P8798,WOW Skin Science Shampoo,Beauty Products
user_165,P3807,iPhone 15,Electronics
user_166,P6427,Nykaa Matte Lipstick,Beauty Products
user_166,P9653,Nestle Everyday Milk Powder,Grocery
user_166,P4463,Samsung Smartwatch,Electronics
user_167,P1762,Neutrogena Sunscreen,Beauty Products
user_167,P9897,Dell Inspiron Laptop,Electronics
user_167,P3938,Fortune Sunflower Oil,Grocery
user_167,P4394,LG Washing Machine,Home Appliances
user_167,P7525,Tata Tea Premium,Grocery
user_167,P3661,Mi Powerbank,Electronics
user_167,P7375,Britannia Bread,Grocery
user_168,P3292,Prestige Induction Cooktop,Home Appliances
user_168,P6666,Sony PlayStation 5,Electronics
user_168,P8161,OnePlus 11,Electronics
user_168,P6580,Adidas Hoodie,Fashion
user_168,P7499,Everest Masala,Grocery
user_168,P5478,LG Washing Machine,Home Appliances
user_168,P4737,Pond's Moisturizer,Beauty Products
user_169,P8075,Maggi Noodles,Grocery
user_169,P7227,Roadster Leather Jacket,Fashion
user_169,P5839,Realme Buds Air,Electronics
user_169,P2344,Adidas Hoodie,Fashion
user_169,P7225,Philips Air Fryer,Home Appliances
user_170,P6909,Plum Night Cream,Beauty Products
user_170,P1085,Redmi Note 12,Electronics
user_170,P6896,Usha Pedestal Fan,Home Appliances
user_170,P3170,Dyson Vacuum Cleaner,Home Appliances
user_171,P8353,Pepe Jeans Top,Fashion
user_171,P9395,Patanjali Honey,Grocery
user_171,P1430,L'Oreal Shampoo,Beauty Products
user_172,P2524,Crompton Desert Cooler,Home Appliances
user_172,P6315,Everest Masala,Grocery
user_172,P5781,Lakme Lipstick,Beauty Products
user_173,P4977,Mamaearth Face Wash,Beauty Products
user_173,P3778,Sunfeast Pasta,Grocery
user_173,P3274,Nivea Deodorant,Beauty Products
user_173,P5397,Havells Geyser,Home Appliances
user_173,P2036,Dove Body Lotion,Beauty Products
user_173,P5521,Pepe Jeans Top,Fashion
user_174,P2260,Blue Star Deep Freezer,Home Appliances
user_174,P5040,Voltas AC,Home Appliances
user_174,P4203,Colorbar Nail Polish,Beauty Products
user_174,P3219,L'Oreal Shampoo,Beauty Products
user_174,P7483,LG Washing Machine,Home Appliances
user_174,P7224,Pigeon Rice Cooker,Home Appliances
user_175,P8055,Plum Night Cream,Beauty Products
user_175,P5922,Tata Tea Premium,Grocery
user_175,P4290,Pigeon Rice Cooker,Home Appliances
user_175,P3910,Plum Night Cream,Beauty Products
user_175,P5775,Plum Night Cream,Beauty Products
user_176,P6339,Britannia Bread,Grocery
user_176,P7437,Neutrogena Sunscreen,Beauty Products
user_176,P4273,Dyson Vacuum Cleaner,Home Appliances
user_176,P3947,Patanjali Honey,Grocery
user_176,P8563,Aashirvaad Atta,Grocery
user_176,P5773,Tommy Hilfiger Watch,Fashion
user_177,P3280,Pond's Moisturizer,Beauty Products
user_177,P5139,Orient Ceiling Fan,Home Appliances
user_177,P7176,Pepe Jeans Top,Fashion
user_178,P8851,Colorbar Nail Polish,Beauty Products
user_178,P9755,Maggi Noodles,Grocery
user_178,P9907,Tropicana Juice,Grocery
user_179,P2392,Crompton Desert Cooler,Home Appliances
user_179,P6816,Samsung Smartwatch,Electronics
user_179,P1725,Van Heusen Trousers,Fashion
user_180,P8052,Plum Night Cream,Beauty Products
user_180,P2615,iPhone 15,Electronics
user_180,P9366,Orient Ceiling Fan,Home Appliances
user_180,P4621,Patanjali Honey,Grocery
user_180,P7408,Sugar Eyeliner,Beauty Products
user_180,P9199,MCaffeine Coffee Scrub,Beauty Products
user_180,P1402,HRX Tracksuit,Fashion
user_181,P7815,Mi Powerbank,Electronics
user_181,P3321,OnePlus 11,Electronics
user_181,P6620,Havells Geyser,Home Appliances
user_181,P9537,Biotique Face Cream,Beauty Products
user_181,P8801,Sugar Eyeliner,Beauty Products
user_181,P8412,Kindle Paperwhite,Electronics
user_182,P1732,Mi Powerbank,Electronics
user_182,P6620,iPhone 15,Electronics
user_182,P4996,JBL Bluetooth Speaker,Electronics
user_182,P3623,Kellogg's Cornflakes,Grocery
user_182,P7985,Crompton Desert Cooler,Home Appliances
user_183,P4022,Biba Kurti,Fashion
user_183,P7481,Pepe Jeans Top,Fashion
user_183,P4232,Realme Buds Air,Electronics
user_183,P8037,MCaffeine Coffee Scrub,Beauty Products
user_183,P4519,Lakme Lipstick,Beauty Products
user_183,P2025,RayBan Sunglasses,Fashion
user_184,P4063,GoPro Hero10,Electronics
user_184,P4228,Bosch Mixer Grinder,Home Appliances
user_184,P5298,L'Oreal Shampoo,Beauty Products
user_184,P6134,Tresemme Conditioner,Beauty Products
user_184,P7431,Maggi Noodles,Grocery
user_184,P6700,Nestle Everyday Milk Powder,Grocery
user_184,P3826,Usha Pedestal Fan,Home Appliances
user_185,P2388,Mother Dairy Paneer,Grocery
user_185,P2931,UCB Polo T-Shirt,Fashion
user_185,P2916,Gucci Belt,Fashion
user_185,P3316,HRX Tracksuit,Fashion
user_185,P7852,Maggi Noodles,Grocery
user_186,P7286,Roadster Leather Jacket,Fashion
user_186,P8973,Nivea Deodorant,Beauty Products
user_186,P3733,Kellogg's Cornflakes,Grocery
user_186,P3298,Garnier Hair Color,Beauty Products
user_186,P8389,UCB Polo T-Shirt,Fashion
user_186,P6882,Fortune Sunflower Oil,Grocery
user_186,P3236,Samsung 4K TV,Electronics
user_187,P9281,Minimalist Serum,Beauty Products
user_187,P9056,Nykaa Matte Lipstick,Beauty Products
user_187,P9006,Himalaya Face Pack,Beauty Products
user_187,P1505,Adidas Hoodie,Fashion
user_188,P5503,Samsung Refrigerator,Home Appliances
user_188,P5729,Louis Philippe Blazer,Fashion
user_188,P9115,Tommy Hilfiger Watch,Fashion
user_188,P2854,Sunfeast Pasta,Grocery
user_189,P9898,Dell Inspiron Laptop,Electronics
user_189,P1681,Crompton Desert Cooler,Home Appliances
user_189,P4580,Minimalist Serum,Beauty Products
user_189,P5055,L'Oreal Shampoo,Beauty Products
user_189,P8368,Samsung Refrigerator,Home Appliances
user_189,P2425,Kent Water Purifier,Home Appliances
user_189,P4882,L'Oreal Shampoo,Beauty Products
user_190,P8015,Catch Spices,Grocery
user_190,P3281,Van Heusen Trousers,Fashion
user_190,P1972,Zara Denim Jacket,Fashion
user_190,P9720,Catch Spices,Grocery
user_191,P3758,Patanjali Honey,Grocery
user_191,P5740,Havells Geyser,Home Appliances
user_191,P9428,Parle-G Biscuits,Grocery
user_191,P7743,Sony WH-1000XM4,Electronics
user_191,P3078,Dell Inspiron Laptop,Electronics
user_192,P6277,Woodland Boots,Fashion
user_192,P9019,Biba Kurti,Fashion
user_192,P5402,Roadster Leather Jacket,Fashion
user_192,P8405,WOW Skin Science Shampoo,Beauty Products
user_193,P9447,Boat Rockerz Headphones,Electronics
user_193,P8449,Kent Water Purifier,Home Appliances
user_193,P1040,Plum Night Cream,Beauty Products
user_194,P2037,Sugar Eyeliner,Beauty Products
user_194,P4568,Maggi Noodles,Grocery
user_194,P9105,Biotique Face Cream,Beauty Products
user_195,P6533,Havells Geyser,Home Appliances
user_195,P3139,Mother Dairy Paneer,Grocery
user_195,P6631,Haldiram's Snacks,Grocery
user_195,P2631,Samsung Galaxy S23,Electronics
user_195,P3035,Lakme Lipstick,Beauty Products
user_196,P1011,Himalaya Face Pack,Beauty Products
user_196,P3161,Biotique Face Cream,Beauty Products
user_196,P5489,IFB Dishwasher,Home Appliances
user_196,P5102,Canon DSLR Camera,Electronics
user_197,P1848,IFB Dishwasher,Home Appliances
user_197,P4836,Garnier Hair Color,Beauty Products
user_197,P2559,Mamaearth Face Wash,Beauty Products
user_198,P2276,Reebok Running Shoes,Fashion
user_198,P4705,Roadster Leather Jacket,Fashion
user_198,P1152,Organic India Tulsi Tea,Grocery
user_199,P7919,Dyson Vacuum Cleaner,Home Appliances
user_199,P2160,Reebok Running Shoes,Fashion
user_199,P2463,Biba Kurti,Fashion
user_200,P7022,HP Wireless Mouse,Electronics
user_200,P7270,Philips Air Fryer,Home Appliances
user_200,P2120,Woodland Boots,Fashion
user_201,P3688,Aashirvaad Atta,Grocery
user_201,P4490,Sugar Eyeliner,Beauty Products
user_201,P8248,Pepe Jeans Top,Fashion
user_201,P2646,Adidas Hoodie,Fashion
user_201,P7291,Puma Sports Shoes,Fashion
user_201,P6152,Morphy Richards OTG,Home Appliances
user_201,P5537,Forever 21 Skirt,Fashion
user_202,P5668,Louis Philippe Blazer,Fashion
user_202,P4366,Mi Powerbank,Electronics
user_202,P9348,Everest Masala,Grocery
user_203,P1894,Garnier Hair Color,Beauty Products
user_203,P7322,Reebok Running Shoes,Fashion
user_203,P9185,Samsung Smartwatch,Electronics
user_203,P9655,Daawat Basmati Rice,Grocery
user_204,P3162,Bosch Mixer Grinder,Home Appliances
user_204,P7895,MCaffeine Coffee Scrub,Beauty Products
user_204,P3830,Crompton Desert Cooler,Home Appliances
user_205,P2106,iPhone 15,Electronics
user_205,P4534,Dell Inspiron Laptop,Electronics
user_205,P7520,Samsung Galaxy S23,Electronics
user_205,P9209,MTR Ready to Eat,Grocery
user_205,P7590,Nykaa Matte Lipstick,Beauty Products
user_205,P9808,GoPro Hero10,Electronics
user_206,P2369,RayBan Sunglasses,Fashion
user_206,P9377,Whirlpool Microwave,Home Appliances
user_206,P9788,Woodland Boots,Fashion
user_206,P2083,Prestige Induction Cooktop,Home Appliances
user_206,P4909,Morphy Richards OTG,Home Appliances
user_206,P2412,Samsung Smartwatch,Electronics
user_206,P8428,L'Oreal Shampoo,Beauty Products
user_207,P6067,Fortune Sunflower Oil,Grocery
user_207,P1207,Puma Sports Shoes,Fashion
user_207,P3684,Levi's Jeans,Fashion
user_207,P9568,Sugar Eyeliner,Beauty Products
user_207,P3735,Parle-G Biscuits,Grocery
user_207,P5403,Philips Air Fryer,Home Appliances
user_207,P6488,iPhone 15,Electronics
user_208,P2046,Godrej Air Conditioner,Home Appliances
user_208,P2262,Eureka Forbes Vacuum,Home Appliances
user_208,P9368,Himalaya Face Pack,Beauty Products
user_208,P9185,Samsung Refrigerator,Home Appliances
user_208,P7024,Kellogg's Cornflakes,Grocery
user_208,P2685,RayBan Sunglasses,Fashion
user_209,P9336,Samsung Smartwatch,Electronics
user_209,P1201,Samsung Galaxy S23,Electronics
user_209,P8729,Nike Air Max,Fashion
user_209,P3458,Prestige Induction Cooktop,Home Appliances
user_209,P7870,Nike Air Max,Fashion
user_209,P5067,UCB Polo T-Shirt,Fashion
user_209,P5444,Plum Night Cream,Beauty Products
user_210,P2956,Catch Spices,Grocery
user_210,P3938,Fortune Sunflower Oil,Grocery
user_210,P1752,Allen Solly Formal Shirt,Fashion
user_211,P5625,Kindle Paperwhite,Electronics
user_211,P2415,Bosch Mixer Grinder,Home Appliances
user_211,P1130,Organic India Tulsi Tea,Grocery
user_211,P5777,Bajaj Room Heater,Home Appliances
user_211,P4974,MTR Ready to Eat,Grocery
user_211,P9083,Sugar Eyeliner,Beauty Products
user_212,P3466,Britannia Bread,Grocery
user_212,P1391,iPad Air,Electronics
user_212,P6675,Louis Philippe Blazer,Fashion
user_212,P1023,HP Wireless Mouse,Electronics
user_213,P4361,Dyson Vacuum Cleaner,Home Appliances
user_213,P7878,Britannia Bread,Grocery
user_213,P3332,Maybelline Foundation,Beauty Products
user_213,P1719,Whirlpool Microwave,Home Appliances
user_213,P7767,Allen Solly Formal Shirt,Fashion
user_213,P2391,Usha Pedestal Fan,Home Appliances
user_214,P3187,Sony PlayStation 5,Electronics
user_214,P2020,Mamaearth Face Wash,Beauty Products
user_214,P4879,Dove Body Lotion,Beauty Products
user_214,P6161,Voltas AC,Home Appliances
user_214,P6211,Plum Night Cream,Beauty Products
user_214,P4827,Neutrogena Sunscreen,Beauty Products
user_214,P3230,Apple Airpods Pro,Electronics
user_215,P2731,Sony WH-1000XM4,Electronics
user_215,P8635,Tommy Hilfiger Watch,Fashion
user_215,P2978,Morphy Richards OTG,Home Appliances
user_215,P4401,Catch Spices,Grocery
user_215,P8591,Garnier Hair Color,Beauty Products
user_215,P2481,Dyson Vacuum Cleaner,Home Appliances
user_215,P1660,Gucci Belt,Fashion
user_216,P2494,Philips Air Fryer,Home Appliances
user_216,P7492,HRX Tracksuit,Fashion
user_216,P5896,Fortune Sunflower Oil,Grocery
user_216,P1509,IFB Dishwasher,Home Appliances
user_217,P5093,Minimalist Serum,Beauty Products
user_217,P2669,Kindle Paperwhite,Electronics
user_217,P1195,Puma Sports Shoes,Fashion
user_217,P3141,Samsung Smartwatch,Electronics
user_217,P7098,Biba Kurti,Fashion
user_217,P5240,Amazon Echo Dot,Electronics
user_218,P4239,Redmi Note 12,Electronics
user_218,P2506,Dove Body Lotion,Beauty Products
user_218,P1699,Dyson Vacuum Cleaner,Home Appliances
user_219,P8096,JBL Bluetooth Speaker,Electronics
user_219,P1483,Pond's Moisturizer,Beauty Products
user_219,P3831,Nykaa Matte Lipstick,Beauty Products
user_219,P4066,Bajaj Room Heater,Home Appliances
user_219,P8307,Voltas AC,Home Appliances
user_219,P5026,Nike Air Max,Fashion
user_220,P8848,Nykaa Matte Lipstick,Beauty Products
user_220,P5583,Redmi Note 12,Electronics
user_220,P7868,Dove Body Lotion,Beauty Products
user_220,P5082,Allen Solly Formal Shirt,Fashion
user_220,P7266,Aashirvaad Atta,Grocery
user_221,P8940,Minimalist Serum,Beauty Products
user_221,P9231,Eureka Forbes Vacuum,Home Appliances
user_221,P5430,Prestige Induction Cooktop,Home Appliances
user_221,P6224,Levi's Jeans,Fashion
user_221,P1480,Britannia Bread,Grocery
user_222,P9674,Samsung 4K TV,Electronics
user_222,P4813,Eureka Forbes Vacuum,Home Appliances
user_222,P5060,Puma Sports Shoes,Fashion
user_222,P9743,RayBan Sunglasses,Fashion
user_222,P7363,Samsung Smartwatch,Electronics
user_223,P4875,H&M Casual Shirt,Fashion
user_223,P6878,Saffola Oats,Grocery
user_223,P6761,Aashirvaad Atta,Grocery
user_223,P3328,Mother Dairy Paneer,Grocery
user_223,P9064,Amul Butter,Grocery
user_224,P9035,IFB Dishwasher,Home Appliances
user_224,P1920,Redmi Note 12,Electronics
user_224,P4584,Van Heusen Trousers,Fashion
user_224,P8831,Sony PlayStation 5,Electronics
user_224,P4300,HP Wireless Mouse,Electronics
user_224,P3907,UCB Polo T-Shirt,Fashion
user_224,P1359,Samsung Refrigerator,Home Appliances
user_225,P2817,Tata Tea Premium,Grocery
user_225,P2188,Catch Spices,Grocery
user_225,P2655,Prestige Induction Cooktop,Home Appliances
user_225,P6285,Havells Geyser,Home Appliances
user_226,P8982,Pepe Jeans Top,Fashion
user_226,P6846,IFB Dishwasher,Home Appliances
user_226,P3872,Roadster Leather Jacket,Fashion
user_226,P5825,Garnier Hair Color,Beauty Products
user_227,P7415,Levi's Jeans,Fashion
user_227,P3983,Fortune Sunflower Oil,Grocery
user_227,P4619,Saffola Oats,Grocery
user_227,P9129,Nestle Everyday Milk Powder,Grocery
user_228,P4899,Whirlpool Microwave,Home Appliances
user_228,P3750,Bosch Mixer Grinder,Home Appliances
user_228,P8317,HP Wireless Mouse,Electronics
user_228,P4435,Dell Inspiron Laptop,Electronics
user_229,P5205,Canon DSLR Camera,Electronics
user_229,P1788,iPhone 15,Electronics
user_229,P7875,Himalaya Face Pack,Beauty Products
user_229,P9078,Pepe Jeans Top,Fashion
user_230,P7149,Crompton Desert Cooler,Home Appliances
user_230,P4695,Samsung 4K TV,Electronics
user_230,P2207,Tommy Hilfiger Watch,Fashion
user_230,P1328,Mi Powerbank,Electronics
user_230,P2715,Voltas AC,Home Appliances
user_230,P3787,HP Wireless Mouse,Electronics
user_231,P9962,Adidas Hoodie,Fashion
user_231,P8909,HP Wireless Mouse,Electronics
user_231,P3703,iPad Air,Electronics
user_231,P3573,Tropicana Juice,Grocery
user_231,P6424,OnePlus 11,Electronics
user_231,P7705,Zara Denim Jacket,Fashion
user_232,P5612,Parle-G Biscuits,Grocery
user_232,P2571,Orient Ceiling Fan,Home Appliances
user_232,P9043,Boat Rockerz Headphones,Electronics
user_232,P6911,Nike Air Max,Fashion
user_232,P2435,iPad Air,Electronics
user_232,P8869,Pigeon Rice Cooker,Home Appliances
user_232,P1421,Puma Sports Shoes,Fashion
user_233,P2342,Gucci Belt,Fashion
user_233,P6052,L'Oreal Shampoo,Beauty Products
